event_id,artist,tour,city,region,venue,show_datetime,face_prices,onsale_datetime,official_url,secondary_url,piaoniu_url,priority,active
mtl_6a4b36a43eaf9f0001f038d9,王力宏,王力宏「最好的地方II」世界巡回演唱会-重庆站,重庆,CN,重庆奥体中心-体育场,2026-09-12T19:00,,,,https://www.motianlun.cn/show-detail/show-detail?showId=6a4b36a43eaf9f0001f038d9,https://x.piaoniu.com/activity/779389,auto,true
mtl_6a21357d76a625000193904b,王力宏,王力宏「最好的地方II」世界巡回演唱会-沈阳站,沈阳,CN,沈阳待定,敬请期待,,,,https://www.motianlun.cn/show-detail/show-detail?showId=6a21357d76a625000193904b,,auto,true
mtl_6a589c4afdcd5500010ef596,王力宏,王力宏「最好的地方II」世界巡回演唱会-合肥站,合肥,CN,合肥体育中心体育场,2026-10-03T19:00,,,,https://www.motianlun.cn/show-detail/show-detail?showId=6a589c4afdcd5500010ef596,https://x.piaoniu.com/activity/779056,auto,true
mtl_69eb404420e06000016027fd,王力宏,王力宏「最好的地方II」世界巡回演唱会,郑州,CN,郑州奥林匹克体育中心-洋河·梦之蓝体育场,2026-10-17T19:00,,,,https://www.motianlun.cn/show-detail/show-detail?showId=69eb404420e06000016027fd,https://x.piaoniu.com/activity/734361,auto,true
mtl_6a66f56d185dfc0001b64a4b,李宇春,李宇春2026皇后与梦想演唱会-北京站,北京,CN,北京华熙生物·润百颜ECM中心,2026-09-05T19:00,,,,https://www.motianlun.cn/show-detail/show-detail?showId=6a66f56d185dfc0001b64a4b,https://x.piaoniu.com/activity/782270,auto,true
mtl_6a0d3d9f9eed9900012b0628,张靓颖,“追”张靓颖世界巡回演唱会,郑州,CN,郑州奥林匹克体育中心-洋河·梦之蓝体育馆,2026-08-15T19:00,,,,https://www.motianlun.cn/show-detail/show-detail?showId=6a0d3d9f9eed9900012b0628,https://x.piaoniu.com/activity/777051,auto,true
mtl_6a3b6deb94e25e0001701b6a,张靓颖,“追”张靓颖世界巡回演唱会-南京站,南京,CN,南京梦之蓝青奥体育公园体育馆,2026-09-26T19:00,,,,https://www.motianlun.cn/show-detail/show-detail?showId=6a3b6deb94e25e0001701b6a,https://x.piaoniu.com/activity/772842,auto,true
mtl_6a22a09d95587500015fd61c,薛之谦,薛之谦“万兽之王”巡回演唱会—杭州站,杭州,CN,杭州奥体中心体育场（大莲花）,2026-08-13T19:00,,,,https://www.motianlun.cn/show-detail/show-detail?showId=6a22a09d95587500015fd61c,https://x.piaoniu.com/activity/676657,auto,true
mtl_6a0fcab979e1960001807b08,薛之谦,薛之谦“万兽之王”巡回演唱会,北京,CN,国家体育场—鸟巢,2026-08-02T19:00,,,,https://www.motianlun.cn/show-detail/show-detail?showId=6a0fcab979e1960001807b08,https://x.piaoniu.com/activity/763001,auto,true
mtl_6a54acb9a47eb60001330318,薛之谦,薛之谦“万兽之王”巡回演唱会—深圳站,深圳,CN,深圳大运中心体育场,2026-08-21T19:00,,,,https://www.motianlun.cn/show-detail/show-detail?showId=6a54acb9a47eb60001330318,https://x.piaoniu.com/activity/782318,auto,true
mtl_6a473d42488c55000167cf6c,薛之谦,薛之谦“万兽之王”巡回演唱会,兰州,CN,兰州奥体中心玫瑰体育场,2026-09-05T19:00,,,,https://www.motianlun.cn/show-detail/show-detail?showId=6a473d42488c55000167cf6c,https://x.piaoniu.com/activity/780526,auto,true
mtl_6a60725844c686000172ae7f,薛之谦, 薛之谦“万兽之王”巡回演唱会—大连站,大连,CN,大连体育中心体育场,2026-09-19T19:00,,,,https://www.motianlun.cn/show-detail/show-detail?showId=6a60725844c686000172ae7f,https://x.piaoniu.com/activity/777054,auto,true
mtl_6a1fc6528ef3f800013351ca,李荣浩,李荣浩「黑马」世界巡回演唱会-襄阳站,襄阳,CN,襄阳奥林匹克体育中心-体育场,2026-08-01T19:00,,,,https://www.motianlun.cn/show-detail/show-detail?showId=6a1fc6528ef3f800013351ca,https://x.piaoniu.com/activity/778318,auto,true
mtl_6a0eb1294a435b0001fe1149,李荣浩,李荣浩「黑马」世界巡回演唱会-乌鲁木齐站,乌鲁木齐,CN,乌鲁木齐奥体中心体育场,2026-08-22T19:00,,,,https://www.motianlun.cn/show-detail/show-detail?showId=6a0eb1294a435b0001fe1149,https://x.piaoniu.com/activity/768659,auto,true
mtl_6a3cc99c0c37e0000102cc9c,李荣浩,李荣浩「黑马」巡回演唱会-上海站,上海,CN,上海体育场,2026-09-25T19:00,,,,https://www.motianlun.cn/show-detail/show-detail?showId=6a3cc99c0c37e0000102cc9c,https://x.piaoniu.com/activity/776461,auto,true
mtl_69e86f4f084d6e0001e4773a,李荣浩,李荣浩「黑马」世界巡回演唱会,大连,CN,大连体育中心体育场,2026-08-08T19:00,,,,https://www.motianlun.cn/show-detail/show-detail?showId=69e86f4f084d6e0001e4773a,https://x.piaoniu.com/activity/768658,auto,true
mtl_69c6615b20b2aa000192e18f,李荣浩,李荣浩「黑马」巡回演唱会,天津,CN,天津奥林匹克中心体育场,2026-10-16T19:00,,,,https://www.motianlun.cn/show-detail/show-detail?showId=69c6615b20b2aa000192e18f,https://x.piaoniu.com/activity/768657,auto,true
mtl_69e8977b68b27b0001010ff1,李荣浩,李荣浩「黑马」世界巡回演唱会-临沂站,临沂,CN,临沂奥体公园体育场,2026-10-06T19:00,,,,https://www.motianlun.cn/show-detail/show-detail?showId=69e8977b68b27b0001010ff1,https://x.piaoniu.com/activity/768662,auto,true
mtl_6a1d265aa7d49f000147305e,李荣浩,李荣浩「黑马」世界巡回演唱会-衡阳站,衡阳,CN,衡阳市体育中心体育场,2026-10-24T19:00,,,,https://www.motianlun.cn/show-detail/show-detail?showId=6a1d265aa7d49f000147305e,https://x.piaoniu.com/activity/776856,auto,true
mtl_6a0eb1ed16a829000185fd6e,李荣浩,李荣浩「黑马」巡回演唱会-郑州站,郑州,CN,郑州奥林匹克体育中心-洋河·梦之蓝体育场,2026-10-31T19:00,,,,https://www.motianlun.cn/show-detail/show-detail?showId=6a0eb1ed16a829000185fd6e,https://x.piaoniu.com/activity/768661,auto,true
mtl_6a572bab423f1700015bbbbe,李荣浩,李荣浩「黑马」世界巡回演唱会-成都站,成都,CN,成都东安湖体育公园主体育场,2026-09-05T19:00,,,,https://www.motianlun.cn/show-detail/show-detail?showId=6a572bab423f1700015bbbbe,https://x.piaoniu.com/activity/766594,auto,true
mtl_6a1d27050f8307000115b5da,李荣浩,李荣浩「黑马」世界巡回演唱会-福州站,福州,CN,福州海峡奥林匹克体育中心体育场,2027-01-16T19:00,,,,https://www.motianlun.cn/show-detail/show-detail?showId=6a1d27050f8307000115b5da,https://x.piaoniu.com/activity/782105,auto,true
mtl_6a0d91980973640001c074d2,梁静茹,"「Best,茹果我不唱情歌」 梁静茹巡回演唱会 深圳站",深圳,CN,华润深圳湾体育中心＂春茧＂体育场 ,2026-10-17T19:00,,,,https://www.motianlun.cn/show-detail/show-detail?showId=6a0d91980973640001c074d2,https://x.piaoniu.com/activity/781475,auto,true
mtl_6a3e4f9812ad7300010c6823,梁静茹,"「Best,茹果我不唱情歌」梁静茹巡回演唱会 石家庄站",石家庄,CN,河北奥林匹克体育中心体育场,2026-09-26T19:00,,,,https://www.motianlun.cn/show-detail/show-detail?showId=6a3e4f9812ad7300010c6823,https://x.piaoniu.com/activity/768846,auto,true
mtl_6a0d8e780973640001bf52fe,梁静茹,"「Best,茹果我不唱情歌」梁静茹巡回演唱会",苏州,CN,苏州奥林匹克体育中心体育场,2026-10-31T19:00,,,,https://www.motianlun.cn/show-detail/show-detail?showId=6a0d8e780973640001bf52fe,https://x.piaoniu.com/activity/768836,auto,true
mtl_6a0d922864b6ed0001ea4422,梁静茹,"「Best,茹果我不唱情歌」 梁静茹巡回演唱会 西安站",西安,CN,西安奥体中心体育场,2026-09-05T19:00,,,,https://www.motianlun.cn/show-detail/show-detail?showId=6a0d922864b6ed0001ea4422,https://x.piaoniu.com/activity/768843,auto,true
mtl_6a0d8db70973640001bf0eb5,梁静茹,"「Best,茹果我不唱情歌」 梁静茹巡回演唱会 南宁站",南宁,CN,广西体育中心体育场 ,2026-11-14T19:00,,,,https://www.motianlun.cn/show-detail/show-detail?showId=6a0d8db70973640001bf0eb5,https://x.piaoniu.com/activity/777297,auto,true
